Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Ðý?ng Ph?m Vãn Ð?ng, Phý?ng C? Nhu? 1, B?c T? Liêm, Hà N?i",116.8,,,,,,3,2,Have certificate,,7.3
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên.",56,5,13,Ðông - Nam,Ðông - Nam,5,,,,,7.6
"Ðý?ng M? L?, Phý?ng B?nh Tr? Ðông A, B?nh Tân, H? Chí Minh",64,4,6,,,5,6,6,Have certificate,Full,5.98
"Ðý?ng Bùi Tá Hán, Phý?ng  Khuê M?, Ng? Hành Sõn, Ðà N?ng",65,5.5,7,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,4.7
"Ðý?ng G? D?u, Phý?ng Tân Thành, Tân Phú, H? Chí Minh",50,,,,,4,4,4,,,7
"D? án T?n Ð?c Central Park, Ðý?ng 47, Phý?ng Ð?ng Ti?n, Ph? Yên, Thái Nguyên.",100,5,,,,,,,,,2.15
"Ðý?ng C?u Gi?y, Phý?ng D?ch V?ng H?u, C?u Gi?y, Hà N?i",70,6.6,,,,,,,,,9.6
"Five Star Kim Giang, Ðý?ng Kim Giang, Phý?ng Kim Giang, Thanh Xuân, Hà N?i",55,5,3,,,5,4,5,Have certificate,Full,6.8
"Ðý?ng Th?ch Bàn, Phý?ng Th?ch Bàn, Long Biên, Hà N?i",37,4,,,,6,3,3,Have certificate,Full,5.6
"Ðý?ng Th?ch Bàn, Phý?ng Th?ch Bàn, Long Biên, Hà N?i",45,3.5,2,Ðông - Nam,Ðông - B?c,4,4,3,Have certificate,Basic,4.95
"Ðý?ng C? Linh, Phý?ng Th?ch Bàn, Long Biên, Hà N?i",30,6,2,Ðông,Ðông,6,3,4,Have certificate,Basic,4.6
"D? án Golden Point Ð?ng H?a, Ðý?ng Bùi Vi?n, Phý?ng Ð?ng H?a, Ki?n An, H?i Ph?ng",67.5,,,,,4,4,4,Have certificate,,4.5
"D? án Centa Riverside, Ðý?ng H?u Ngh?, Phý?ng Phù Ch?n, T? Sõn, B?c Ninh",180,9,15,,,3,,,Have certificate,,10
"Phý?ng B? Ð?, Qu?n Long Biên, Hà N?i",45,,,,,5,3,4,Have certificate,Full,5.7
"D? án Centa Riverside, Ðý?ng H?u Ngh?, Phý?ng Phù Ch?n, T? Sõn, B?c Ninh",180,9,,B?c,Ðông - B?c,3,5,6,Have certificate,,9.7
"Ðý?ng Mai Hiên, X? Mai Lâm, Ðông Anh, Hà N?i",46.5,5,,,,3,3,,,,2.8
"Phý?ng Trung M? Tây, Qu?n 12, H? Chí Minh",68,4,5,,,1,3,3,Have certificate,,2.8
"D? án Vincom Shophouse Royal Park Qu?ng Tr?, Thành ph? Ðông Hà, Qu?ng Tr?",120,,,,,,,,Have certificate,,7
"Ðý?ng 826C, X? Nhõn Ð?c, Nhà Bè, H? Chí Minh",40,,,Ðông,Ðông,2,2,2,Have certificate,,1.38
"D? án The Empire - Vinhomes Ocean Park 2, X? Long Hýng, Vãn Giang, Hýng Yên",120,,,,,5,,,Have certificate,,8
"D? án Palm Manor Vi?t Tr?, Ðý?ng L?c Long Quân, Phý?ng Minh Nông, Vi?t Tr?, Phú Th?.",98,7,27,Nam,Ðông - Nam,,,,Sale contract,Basic,6.9
"D? án The Larita, X? M? Yên, B?n L?c, Long An",80,,12,Tây,Tây,3,4,4,Have certificate,Full,1.5
"Ph? Ð?i La, Phý?ng ÐôÌng Tâm, Hai Bà Trýng, Hà N?i",32,,,,,5,3,4,Have certificate,Full,5.7
"X? Tân Hi?p, Hóc Môn, H? Chí Minh",75,8,3,Ðông - Nam,,1,3,1,Have certificate,Full,2.35
"D? án Dragon Village, Ðý?ng 990, Phý?ng Phú H?u, Qu?n 9, H? Chí Minh",90,6,30,Tây - Nam,Tây - Nam,3,3,4,Have certificate,,5.8
"Ðý?ng Ph?m Hùng, Phý?ng 9, Qu?n 8, H? Chí Minh",86,4,3,,,2,8,2,,,7.6
"D? án The Pearl Riverside, B?n L?c, Long An",70,,,,,,4,4,Have certificate,,2.7
"D? án The Empire - Vinhomes Ocean Park 2, X? Long Hýng, Vãn Giang, Hýng Yên",120,5,,,,5,,,Have certificate,,10
"Ðý?ng D?ng S? Thanh Khê, Phý?ng Thanh Khê Tây, Thanh Khê, Ðà N?ng",41.8,,,,,3,3,,,,2.85
"Ðý?ng Lê Du?n, Phý?ng Tân Chính, Thanh Khê, Ðà N?ng",48.6,,,,,,2,2,,,2.95
"Ðý?ng B?nh An 7, Phý?ng H?a Cý?ng B?c, H?i Châu, Ðà N?ng",56,,7,Ðông,,3,3,3,,,4.65
"Ðý?ng H? Týõng, Phý?ng An Khê, Thanh Khê, Ðà N?ng",32,,15,,,3,3,4,,,3.6
"X? B?nh Minh, Tr?ng Bom, Ð?ng Nai",272,,,,,,4,5,,,4.5
"Ph? Tôn Ð?c Th?ng, Phý?ng HaÌng Bôòt, Ð?ng Ða, Hà N?i",42,5.6,3,Ðông,Ðông,5,3,4,Have certificate,Basic,8.5
"D? án Green Dragon City, Phý?ng C?m Trung, C?m Ph?, Qu?ng Ninh",114,6,36,Nam,Nam,5,,,Have certificate,,8.5
"Ðý?ng Bùi Quang Là, Phý?ng 12, G? V?p, H? Chí Minh",53,,5,Tây - B?c,,2,4,3,Have certificate,,4.35
"Ðý?ng Ng?c Tr?c, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i.",33,3.3,3.5,,,4,4,4,Have certificate,,5.4
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",68,4,13,Tây - Nam,Tây - B?c,,,,Sale contract,,8.5
"Ph? Tr?n Cung, Phý?ng C? Nhu? 1, B?c T? Liêm, Hà N?i",40,4.25,3,Tây - Nam,Tây - Nam,5,4,4,Have certificate,Full,6.3
"D? án KDC B?nh Hýng, Ðý?ng Qu?c L? 50, X? B?nh Hýng, B?nh Chánh, H? Chí Minh",72,,10,,,3,4,4,Have certificate,,8.35
"Ðý?ng Lê Ð?nh C?n, Phý?ng Tân T?o, B?nh Tân, H? Chí Minh",40,,6,,,1,2,2,Have certificate,Full,2.35
"Ðý?ng L?c Long Quân, Phý?ng 8, Tân B?nh, H? Chí Minh",20,,,,,3,2,2,Have certificate,Full,2.8
"Ng? 271, Ðý?ng Bùi Xýõng Tr?ch, Phý?ng Khýõng Ð?nh, Thanh Xuân, Hà N?i",91,5,,,,,,,Sale contract,,3.5
"Ðý?ng L?c Th?, X? Ng?c H?i, Thanh Tr?, Hà N?i",45,4,5,Ðông - Nam,,5,,,,,4.5
"Ðý?ng 7, Phý?ng Linh Trung, Th? Ð?c, H? Chí Minh",52,4.5,8,B?c,B?c,4,4,3,Have certificate,Basic,7.2
"Phý?ng Yên Ngh?a, Hà Ðông, Hà N?i",34,,,,,4,3,4,Have certificate,Full,2.95
"Ðý?ng Lê Th?ch, Phý?ng H?a Phát, C?m L?, Ðà N?ng",112.5,5,7.5,,,3,5,3,Have certificate,Full,4.9
"D? án Waterpoint, Ðý?ng T?nh l? 824, X? An Th?nh, B?n L?c, Long An",225,12,,Ðông - Nam,Ðông - Nam,2,4,3,Sale contract,,9
"X? Ph?ng Châu, Chýõng M?, Hà N?i",34,4.25,3,B?c,B?c,3,3,3,Have certificate,Basic,2.1
"Ðý?ng Tr?nh Nhý Khuê, X? B?nh Chánh, B?nh Chánh, H? Chí Minh",98.4,,12,Tây - B?c,Tây - B?c,1,3,2,Have certificate,Full,1.19
"Ph? Tôn Ð?c Th?ng, Phý?ng Vãn Chýõng, Ð?ng Ða, Hà N?i",20,3.6,15,Ðông - Nam,Ðông - Nam,4,3,,Have certificate,Basic,3.6
"Ðý?ng Tôn Th?t Tùng, Phý?ng Ph?m Ng? L?o, Qu?n 1, H? Chí Minh",26.4,4,,Tây - B?c,,3,2,1,,,3.85
"D? án Khu ðô th? Xuân Hýng, Ðý?ng CSEDP, Phý?ng Qu?ng Th?ng, Thanh Hóa, Thanh Hóa",75,5,7.5,,,4,,,Have certificate,,4.35
"551/263, Ðý?ng Lê Vãn Khýõng, Phý?ng Hi?p Thành, Qu?n 12, H? Chí Minh",60,5,9,Ðông - Nam,,3,4,5,Have certificate,,5.6
"Ðý?ng Lê Vãn Chí, Phý?ng Linh Trung, Th? Ð?c, H? Chí Minh",51,4.2,12,Tây - Nam,Tây - Nam,2,3,4,Have certificate,Basic,6
"Ðý?ng Tr?n Phú, Phý?ng Vãn Quán, Hà Ðông, Hà N?i",35,,,,,3,,,Have certificate,,5.65
"T? 9, Ðý?ng M?u Lýõng, Phý?ng Ki?n Hýng, Hà Ðông, Hà N?i",34,8.1,,,,5,4,4,Have certificate,,8
"X? Ðông La, Hoài Ð?c, Hà N?i",40,3.7,4,Ðông - Nam,Ðông - Nam,6,4,4,Have certificate,Basic,3.25
"Ðý?ng Th?nh Quang, Phý?ng Thiònh Quang, Ð?ng Ða, Hà N?i",55,,,,,6,8,6,Have certificate,Full,7.6
"D? án PiCity Sky Park, Ðý?ng B?nh Ðý?ng, Phý?ng An B?nh, D? An, B?nh Dýõng",120,,,,,2,4,2,Have certificate,Basic,7.9
"D? án The Empire - Vinhomes Ocean Park 2, X? Long Hýng, Vãn Giang, Hýng Yên",56,,13,,,5,,,,,7.6
"D? án Cozy House B?nh Dýõng, Ðý?ng B?nh Chu?n 36, Phý?ng B?nh Chu?n, Thu?n An, B?nh Dýõng",60,6,5,,,3,3,2,Have certificate,Basic,2.95
"Ðý?ng Qu?c L? 13, Phý?ng Hi?p B?nh Chánh, Th? Ð?c, H? Chí Minh",60,4.5,6,,,4,4,4,Have certificate,Basic,6.5
"X? Ðông La, Huy?n Hoài Ð?c, Hà N?i",40,,,,,4,4,4,Have certificate,Basic,2.5
"D? án The Oasis, Phý?ng An Phú, Thu?n An, B?nh Dýõng",100,,20,B?c,,3,4,3,Have certificate,Full,5.5
"Ðý?ng T?nh L? 422B, X? Vân Canh, Hoài Ð?c, Hà N?i",30,3.4,4,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,4.1
"Ðý?ng V?nh Khánh, Phý?ng 10, Qu?n 4, H? Chí Minh",11,3,,,,3,2,2,Have certificate,Full,1.85
"Ðý?ng Nguy?n ?nh Th?, Phý?ng Tân Chánh Hi?p, Qu?n 12, H? Chí Minh",110,4.4,7,,,2,2,2,Have certificate,,5
"D? án Centa City, Ðý?ng H?u Ngh?, Phý?ng Phù Ch?n, T? Sõn, B?c Ninh",135,,,,,3,,,,,7.55
"22/30, Ðý?ng 21, Phý?ng 8, G? V?p, H? Chí Minh",54,,5,,,4,4,4,,,5.7
"X? Ph?ng Châu, Huy?n Chýõng M?, Hà N?i",40,,,,,4,4,4,Have certificate,Basic,1.95
"Ðý?ng H? Vãn Long, Phý?ng B?nh Hýng H?a B, B?nh Tân, H? Chí Minh",58.3,,12,Tây,Tây,3,4,5,Have certificate,Full,5.5
"86, Ðý?ng Trý?ng Chinh, Phý?ng 12, Tân B?nh, H? Chí Minh",53,3.6,5,,,4,3,4,Have certificate,Basic,6.5
"Phý?ng ThôÒ Quan, Ð?ng Ða, Hà N?i",27,4.6,,,,6,,,,,7.5
"Ðý?ng S? 9, Phý?ng 9, G? V?p, H? Chí Minh",30,,8,,,2,2,2,,,3.75
"Phý?ng 7, Qu?n 8, H? Chí Minh",101,9,,,,1,,,,,4.8
"H?m 47/, Ðý?ng Bùi Ð?nh Túy, Phý?ng 24, B?nh Th?nh, H? Chí Minh",20,,,,,2,2,2,Have certificate,Full,3.45
"Ðý?ng Ph?m Vãn Chiêu, Phý?ng 9, G? V?p, H? Chí Minh",72,,,,,5,4,4,Have certificate,,9.5
"D? án KÐT Vi?t Hàn, Ðý?ng Ph?m Vãn Ð?ng, X? H?ng Ti?n, Ph? Yên, Thái Nguyên.",100,5,,,,,,,Have certificate,,3.3
"D? án NovaWorld Phan Thi?t, Ðý?ng L?c Long Quân, X? Ti?n Thành, Phan Thi?t, B?nh Thu?n",160,8,13,Ðông - Nam,Tây - B?c,2,4,4,Sale contract,,4.55
"D? án Lavela Garden, Ðý?ng B?nh Chu?n 69, Phý?ng B?nh Chu?n, Thu?n An, B?nh Dýõng",62,,22,Nam,Nam,2,3,3,Have certificate,Basic,2.8
"Ðý?ng 16, X? Long Ði?n, Long Ði?n, Bà R?a V?ng Tàu",65,6,4,B?c,,1,2,1,Have certificate,Basic,1.65
"Ðý?ng Nguy?n Vãn Kh?i, Phý?ng 9, G? V?p, H? Chí Minh",48,,4,Tây - Nam,,4,3,4,Have certificate,Full,6.2
"Ðý?ng Ngô Th? S?, Phý?ng V?n Phúc, Hà Ðông, Hà N?i",30.6,3,,,,,,,Have certificate,Full,6.5
"X? Ð?i Thành, Qu?c Oai, Hà N?i",45,4.3,5,Nam,Nam,3,3,3,Have certificate,Full,2.65
"Ðý?ng Th?ng Nh?t, Phý?ng 16, G? V?p, H? Chí Minh",40,,4,Ðông - Nam,,4,4,3,Have certificate,Full,5.6
"Ðý?ng Quang Trung, Phý?ng Quang Trung, Hà Ðông, Hà N?i",24.3,2.38,,,,,,,Have certificate,,7.2
"Ðý?ng Lê Vãn S?, Phý?ng 13, Qu?n 3, H? Chí Minh",65,,,,,3,4,4,Have certificate,,10
"Ðý?ng Hu?nh Vãn Ngh?, Phý?ng B?u Long, Biên H?a, Ð?ng Nai.",84,4.3,8,,,2,3,2,Have certificate,Full,2.45
"D? án Centa Riverside, Ðý?ng H?u Ngh?, Phý?ng Phù Ch?n, T? Sõn, B?c Ninh",135,9,12,,,3,,,,,7.55
"Ðý?ng Th?ch Bàn, Phý?ng Th?ch Bàn, Long Biên, Hà N?i",31,3.6,3,Tây - B?c,Tây - B?c,5,4,3,Have certificate,Basic,4.55
"Ph? Mai D?ch, Phý?ng Mai D?ch, C?u Gi?y, Hà N?i",38.1,8,,,,,,,Have certificate,,5.5
"Ðý?ng Cách M?ng Tháng Tám, Phý?ng 13, Qu?n 10, H? Chí Minh",60,6,3.5,Tây - Nam,,4,4,4,Have certificate,Basic,8
"Ðý?ng C?u Tó, X? T? Thanh Oai, Thanh Tr?, Hà N?i",35,,,,,5,,,Have certificate,,2.85
"Ðý?ng Dýõng Công Khi, X? Tân Hi?p, Hóc Môn, H? Chí Minh",177,6.1,,,,2,3,4,Have certificate,Basic,5.46
"Ðý?ng Hùng Výõng, X? V?nh Thanh, Nhõn Tr?ch, Ð?ng Nai",100,6,,,,2,2,1,Have certificate,Full,2.7
"Phý?ng Phúc Ð?ng, Long Biên, Hà N?i",45,,,,,5,4,,,Full,4.45
"Ðý?ng An Dýõng Výõng, Phý?ng 16, Qu?n 8, H? Chí Minh",84,7,10,Tây - B?c,Tây - B?c,3,8,6,Have certificate,,6.5
"Phý?ng An Phú, Qu?n 2, H? Chí Minh",80,,6,,,3,5,5,Have certificate,Basic,6.9
"D? án Vinhomes Grand Park, Phý?ng Long Th?nh M?, Qu?n 9, H? Chí Minh",52,,,,,,1,1,Sale contract,,7
"Phý?ng Phý?c B?nh, Qu?n 9, H? Chí Minh",70,,,,,4,5,,Have certificate,,7.5
"Phý?ng Phú Th?nh, Tân Phú, H? Chí Minh",58,,,,,3,3,3,Have certificate,Full,6.39
"X? Kim N?, Ðông Anh, Hà N?i",67,,3,Ðông,Ðông,3,3,3,Have certificate,Full,4.5
"Phý?ng Th?ch Bàn, Long Biên, Hà N?i",60,,,,,4,4,,Have certificate,Basic,4.5
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",64,,,,,,,,,,8.3
"D? án Waterpoint, Ðý?ng T?nh l? 824, X? An Th?nh, B?n L?c, Long An",90,,,,,,,,,,3.3
"Ðý?ng Hi?p B?nh, Phý?ng Hi?p B?nh Chánh, Th? Ð?c, H? Chí Minh",52,,,,,3,4,,,,5.3
"Phý?ng Phú Lýõng, Hà Ðông, Hà N?i",38,,3,Tây - B?c,,4,5,4,,Full,4.35
"Phý?ng Yên Ngh?a, Hà Ðông, Hà N?i",41,,,,,4,5,3,Have certificate,,3.6
"386/24A Núi Thành, Phý?ng H?a Cý?ng B?c, H?i Châu, Ðà N?ng",124,,,,,,4,2,,,6.3
"Ðý?ng Hoà Phú 28, Phý?ng H?a Minh, Liên Chi?u, Ðà N?ng",92.5,6,6,Ðông - B?c,,3,3,4,Have certificate,,6.95
"Ðý?ng Kinh Dýõng Výõng, Phý?ng B?nh Tr? Ðông B, B?nh Tân, H? Chí Minh",94,5.7,4,,,,,,Have certificate,,4.8
"Ðý?ng Nguy?n Ð?nh Chi?u, Phý?ng 5, Qu?n 3, H? Chí Minh",45.5,3.7,,,,3,3,3,,Full,3.25
"Ng? 298, Ðý?ng Ng?c H?i, X? Tam Hi?p, Thanh Tr?, Hà N?i",35,4,5,Ðông,Ðông,4,4,3,Have certificate,Basic,6.5
"Phý?ng Biên Giang, Hà Ðông, Hà N?i",35,,,,,4,3,3,Have certificate,Basic,2.5
"Xuân Thi?u 25, Phý?ng H?a Hi?p Nam, Liên Chi?u, Ðà N?ng",85,6.08,4,Ðông - Nam,,2,3,2,Have certificate,Basic,2.55
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",60,4,13,Ðông - Nam,Ðông - Nam,5,5,5,Have certificate,Full,8.6
"Ðý?ng 182, Phý?ng Tãng Nhõn Phú A, Th? Ð?c, H? Chí Minh",71,,4,,,2,2,2,Have certificate,Basic,4.9
"Phý?ng Quan Hoa, C?u Gi?y, Hà N?i",43,3.6,4,,,4,2,3,Have certificate,Basic,8.65
"Ðý?ng Tr?n Phú, Phý?ng M? Lao, Hà Ðông, Hà N?i",39,4.6,,,,4,3,,Have certificate,,10
"Ðý?ng 53, Phý?ng 14, G? V?p, H? Chí Minh",64,5,10,B?c,B?c,4,4,5,Have certificate,,8
"S? 22 Ðý?ng S? 1, X? B?nh An, Th? Th?a, Long An",100,,6,Tây - Nam,Tây - Nam,,,,Have certificate,,1.7
"Ðý?ng S? 8, Phý?ng 11, G? V?p, H? Chí Minh",88.6,,,,,3,3,4,Have certificate,,9.5
"Ph? Thái Th?nh, Phý?ng Thiònh Quang, Ð?ng Ða, Hà N?i",24,4,3,,,4,2,3,Have certificate,Full,4.28
"95 C?u Gi?y, Ðý?ng C?u Gi?y, Phý?ng D?ch V?ng, C?u Gi?y, Hà N?i",40,4,,,,,,,Have certificate,Basic,7
"X? Mai Lâm, Ðông Anh, Hà N?i",52,5,,,,4,3,,,,4.2
"Ðý?ng Hoà Phú 28, Phý?ng H?a Minh, Liên Chi?u, Ðà N?ng",92,5,6,Tây - Nam,,3,4,4,Have certificate,,6.95
"D? án Dragon Village, Ðý?ng 990, Phý?ng Phú H?u, Qu?n 9, H? Chí Minh",90,6,30,Ðông - Nam,Ðông - Nam,3,4,4,Have certificate,,5.95
"Ðý?ng Hu?nh T?n Phát, Phý?ng Tân Phú, Qu?n 7, H? Chí Minh",102.6,7,3,Ðông,Ðông,1,2,2,Have certificate,Full,5.6
"Ðý?ng Khánh An 9, Phý?ng H?a Khánh Nam, Liên Chi?u, Ðà N?ng",150,7.5,5.5,Tây - Nam,,3,4,4,Have certificate,Full,5
"Phý?ng 13, Phú Nhu?n, H? Chí Minh",62,4.3,,,,5,5,,Have certificate,Full,8.9
"D? án Vinhomes Star City, Ðý?ng Lê L?i, Phý?ng Ðông H?i, Thanh Hóa, Thanh Hóa.",180,,,,,,,,Have certificate,,10
"Ðý?ng Hu?nh Vãn Ngh?, Phý?ng B?u Long, Biên H?a, Ð?ng Nai",198.5,9,10,Ðông - Nam,Ðông - Nam,2,4,3,Have certificate,Full,8
"D? án Vinhomes Star City, Ðý?ng Lê L?i, Phý?ng Ðông H?i, Thanh Hóa, Thanh Hóa.",150,10,,,,5,,,Have certificate,,10
"Chúc Sõn, Chýõng M?, Hà N?i",31,,,,,3,3,3,Have certificate,Full,2.48
"Ðý?ng Qu?c L? 13, Phý?ng Hi?p B?nh Phý?c, Th? Ð?c, H? Chí Minh",60,4,8,Tây - B?c,,3,4,5,Have certificate,,7.45
"Ng? 121.48, Ðý?ng Kim Ngýu, Phý?ng Thanh Lýõng, Hai Bà Trýng, Hà N?i",56,6,,,,4,4,4,Have certificate,Full,7.15
"Ðý?ng V? Vãn Ki?t, Phý?ng C?u Kho, Qu?n 1, H? Chí Minh",54,4.85,2,,,2,3,2,Have certificate,Basic,7.5
"Ng? 291, Ðý?ng Lê Tr?ng T?n, Phý?ng Dýõng N?i, Hà Ðông, Hà N?i",30,3.25,,,,5,3,4,Have certificate,,4.25
"D? án La Vida Residences, Ðý?ng 3/2, Phý?ng 12, V?ng Tàu, Bà R?a V?ng Tàu",78.5,,,Tây - B?c,,4,,,,,4.9
"D? án Centa City H?i Ph?ng, Ðý?ng 359, X? Dýõng Quan, Th?y Nguyên, H?i Ph?ng",75,5,12,Nam,Nam,3,4,4,Have certificate,,4.25
"D? án PiCity Sky Park, Ðý?ng B?nh Ðý?ng, Phý?ng An B?nh, D? An, B?nh Dýõng",108,,,,,,,,Have certificate,,7.7
"Ðý?ng Thân Nhân Trung, Phý?ng 13, Tân B?nh, H? Chí Minh",59,5,5,,,3,9,9,Have certificate,Basic,6
"D? án PiCity High Park, Ðý?ng Th?nh Xuân 13, Phý?ng Th?nh Xuân, Qu?n 12, H? Chí Minh",100,,,,,,,,Have certificate,Full,7
"D? án Vinpearl Phú Qu?c, X? Gành D?u, Phú Qu?c, Kiên Giang",400,,,,,2,2,,,Full,8
"Ðý?ng Lê Ð?c Th?, Phý?ng 13, G? V?p, H? Chí Minh",58,4,4,,,,5,5,Have certificate,Full,6.2
"Ph? Tôn Ð?c Th?ng, Phý?ng HaÌng Bôòt, Ð?ng Ða, Hà N?i",32,,,,,5,3,,Have certificate,Full,5.5
"Ðý?ng Thanh Lân, Phý?ng Thanh Tr?, Hoàng Mai, Hà N?i",30,3.8,2,Tây,Tây,5,3,3,Have certificate,,4.6
"Ðý?ng ?p 6, X? Lê Minh Xuân, B?nh Chánh, H? Chí Minh",40,,,,,1,2,2,Have certificate,,1.3
"Ðý?ng Ái M?, Phý?ng B? Ð?, Long Biên, Hà N?i",37,,,,,5,3,4,Have certificate,Full,7.3
"The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",75,6,,Ðông - Nam,,5,,,Sale contract,,10
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",60,4,13,Tây - B?c,Tây - B?c,5,7,4,Have certificate,Basic,8.6
"D? án Uni-town, Ðý?ng An Dýõng Výõng, Phý?ng H?a Phú, Th? D?u M?t, B?nh Dýõng",100,36,36,Ðông - Nam,Ðông - Nam,3,4,2,Have certificate,,5
"Ðý?ng H? H?c L?m, Phý?ng B?nh Tr? Ðông B, B?nh Tân, H? Chí Minh",127,4.5,,,,2,3,2,Have certificate,Full,8.45
"Ðý?ng Nguy?n Phúc Chu, Phý?ng 15, Tân B?nh, H? Chí Minh",48,4,,,,3,4,3,Have certificate,Full,5
"D? án V?nh Ði?m Trung, Ðý?ng B1, X? V?nh Hi?p, Nha Trang, Khánh H?a",90.8,6,16,Ðông - B?c,Ðông - B?c,4,5,6,Have certificate,Full,8.5
"Ðý?ng Trýõng Ð?nh, Phý?ng Minh Khai, Hai Bà Trýng, Hà N?i",39,4.5,50,,,6,3,4,Have certificate,Basic,7.5
"Ðý?ng Tr?n Th? Tr?ng, Phý?ng 15, Tân B?nh, H? Chí Minh",54,,,,,2,,,,,4.1
"Ðý?ng C?u Gi?y, Phý?ng D?ch V?ng, C?u Gi?y, Hà N?i",40,3.4,,,,4,4,5,,,8.15
"Ðý?ng Ðoàn Vãn Bõ, Phý?ng 16, Qu?n 4, H? Chí Minh",35,3.6,4,,,3,3,2,Have certificate,Full,3.75
"Ðý?ng Tôn Ð?n, Phý?ng H?a An, C?m L?, Ðà N?ng",80,4,3.5,,,2,2,,Have certificate,,2.5
"H?m 1234, Ðý?ng Hu?nh T?n Phát, Phý?ng Tân Phú, Qu?n 7, H? Chí Minh",98.7,6,3,Ðông - Nam,Ðông - Nam,2,7,4,Have certificate,Basic,5.2
"D? án Long Vi?t Riverside, Ðý?ng V? Vãn Ki?t, Th? tr?n Quang Minh, Mê Linh, Hà N?i",70,5,11.5,,,4,,,,,5.6
"Ðý?ng Qu?c L? 50, Th? tr?n C?n Giu?c, C?n Giu?c, Long An",75,5,30,,,2,3,2,Have certificate,Full,1.68
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",105,6,13,Ðông - Nam,Ðông - Nam,,,,Have certificate,,9.8
"76/10/24 Ðý?ng Nguy?n Sõn, Phý?ng Phú Th? H?a, Tân Phú, H? Chí Minh",54,3.8,4,Tây,Tây,2,2,2,Have certificate,Full,5.65
"Ph? Ð?ng Nhân, X? Ðông La, Hoài Ð?c, Hà N?i",36,4,5,Ðông - B?c,Tây - Nam,3,3,3,Have certificate,Full,3
"Ðý?ng Xô Vi?t Ngh? T?nh, Phý?ng 24, B?nh Th?nh, H? Chí Minh",70,5,,,,5,7,8,Have certificate,,6.9
"Ðý?ng ÐT 743, Phý?ng B?nh Chu?n, Thu?n An, B?nh Dýõng",60,,,,,3,4,4,,,3.7
"Ðý?ng Ðê La Thành, Phý?ng Ngoòc Khaình, Ba Ð?nh, Hà N?i",32,,12,,,5,5,5,Have certificate,Basic,9.5
"Ðý?ng S? 12, Phý?ng Tam B?nh, Th? Ð?c, H? Chí Minh",60,4,5,Ðông - Nam,,3,4,3,Have certificate,Full,5.2
"ðý?ng V?ng Th?, Phý?ng Th?y Khuê, Tây H?, Hà N?i",33,3.3,2,Ðông - Nam,,5,3,3,Have certificate,Full,7.5
"Ðý?ng Tôn Ð?n, Phý?ng 8, Qu?n 4, H? Chí Minh",49.5,4.5,4.3,Tây - Nam,,3,2,2,Have certificate,Full,4.15
"Ðý?ng Quang Trung, Phý?ng Yên Ngh?a, Hà Ðông, Hà N?i",33,4.5,2.5,,,5,3,4,Have certificate,,3.65
"D? án Flamingo Golden Hill, Ðý?ng Qu?c l? 21A(Qu?c l? 21), Th? tr?n Ba Sao, Kim B?ng, Hà Nam",105,7,15,Ðông,Ðông,4,6,4,Have certificate,Basic,6.7
"D? án Khu ðô th? Xuân Hýng, Ðý?ng CSEDP, Phý?ng Qu?ng Th?ng, Thanh Hóa, Thanh Hóa",60,5,7.5,Nam,Nam,4,,,Have certificate,,3.16
"D? án Vlasta S?m Sõn, X? Qu?ng Hùng, S?m Sõn, Thanh Hóa",83,5,20.5,Ðông - B?c,Ðông - B?c,4,,,Have certificate,,6
"D? án Green River qu?n 8, Ðý?ng Ph?m Th? Hi?n, Phý?ng 6, Qu?n 8, H? Chí Minh",151,,,,,2,2,3,Have certificate,Basic,5.7
"Ðý?ng 1A, Phý?ng An L?c A, B?nh Tân, H? Chí Minh",68,4.5,,,,3,4,4,Have certificate,,6.7
"S? 5 ng? 7, Ðý?ng Hoàng Liên, Phý?ng Liên M?c, B?c T? Liêm, Hà N?i",41.5,6,,,,5,,,,,4.9
"D? án The Empire - Vinhomes Ocean Park 2, X? Long Hýng, Vãn Giang, Hýng Yên",56,4,13,Tây - B?c,Tây - B?c,5,7,4,,Basic,7.5
"Ðý?ng Ð?ng Nai, Phý?ng 15, Qu?n 10, H? Chí Minh",66,6,8,,,,5,4,Have certificate,Full,9.9
"Ðý?ng Phú Ð?nh, Phý?ng 16, Qu?n 8, H? Chí Minh",36,4,,,,3,4,3,Have certificate,,3.5
